PLAYER,TEAM,GP,MIN,PTS,REB_pg,AST_pg,STL_pg,BLK_pg,StatStuffer_pg,REB_per36,AST_per36,STL_per36,BLK_per36,StatStuffer_per36
Seth Curry,CHA,68,1062,444,1.661764705882353,0.8823529411764706,0.39705882352941174,0.10294117647058823,3.0441176470588234,3.830508474576271,2.0338983050847457,0.9152542372881356,0.23728813559322035,7.016949152542374
Eric Gordon,PHI,39,769,266,1.1794871794871795,1.6666666666666667,0.6666666666666666,0.3076923076923077,3.8205128205128203,2.153446033810143,3.0429128738621585,1.2171651495448634,0.5617685305591678,6.975292587776333
Antonio Reeves,NOP,44,660,305,1.4318181818181819,0.8863636363636364,0.4772727272727273,0.09090909090909091,2.8863636363636367,3.4363636363636365,2.1272727272727274,1.1454545454545453,0.21818181818181817,6.927272727272728
Kentavious Caldwell-Pope,MEM,77,2279,673,2.1948051948051948,1.7662337662337662,1.2857142857142858,0.44155844155844154,5.688311688311688,2.6695919262834575,2.148310662571303,1.5638437911364633,0.5370776656428258,6.91882404563405
Malik Beasley,DET,82,2283,1336,2.6097560975609757,1.6951219512195121,0.8902439024390244,0.06097560975609756,5.2560975609756095,3.3745072273324572,2.1918528252299603,1.1511169513797634,0.07884362680683311,6.7963206307490145
Gary Harris,ORL,48,711,145,1.3333333333333333,0.625,0.5416666666666666,0.25,2.75,3.240506329113924,1.5189873417721518,1.3164556962025316,0.6075949367088607,6.683544303797468
Caleb Houstan,ORL,58,788,239,1.293103448275862,0.603448275862069,0.3793103448275862,0.10344827586206896,2.3793103448275863,3.4263959390862944,1.598984771573604,1.0050761421319798,0.27411167512690354,6.304568527918781
Gary Trent Jr.,MIL,74,1893,824,2.27027027027027,1.1756756756756757,0.972972972972973,0.05405405405405406,4.472972972972973,3.1949286846275755,1.6545166402535658,1.3692551505546753,0.07606973058637084,6.2947702060221875
Gabe Vincent,LAL,72,1527,460,1.2777777777777777,1.3611111111111112,0.7083333333333334,0.18055555555555555,3.5277777777777777,2.168958742632613,2.31041257367387,1.2023575638506876,0.306483300589391,5.9882121807465625
Amir Coffey,LAC,72,1748,696,2.236111111111111,1.0694444444444444,0.5555555555555556,0.09722222222222222,3.958333333333333,3.31578947368421,1.585812356979405,0.8237986270022883,0.14416475972540047,5.869565217391305
Tim Hardaway Jr.,DET,77,2153,844,2.3766233766233764,1.5974025974025974,0.4935064935064935,0.09090909090909091,4.558441558441558,3.059916395726893,2.056665118439387,0.6353924756154203,0.11704598235020902,5.869019972131909
Landry Shamet,NYK,50,762,286,1.22,0.54,0.46,0.04,2.2600000000000002,2.8818897637795278,1.2755905511811023,1.0866141732283465,0.09448818897637795,5.338582677165354
Doug McDermott,SAC,42,342,147,0.5238095238095238,0.16666666666666666,0.09523809523809523,0.047619047619047616,0.8333333333333333,2.3157894736842106,0.7368421052631579,0.42105263157894735,0.21052631578947367,3.6842105263157894
